PUPIL_NUMBER	SCHOOL	NOTE_DATE	REPLACE(REPLACE((SELECTEDP_CONV.NOTE_LONG_TO_VARCH(N.PUPIL_NUMBER,COALESCE(N.MOD_DATE,N.ENTRY_DATE))FROMDUAL),CHR(10)),CHR(13))
174655	290	5/27/2008	dad c/from AZ, Connor didn't get flight out....spoke w/Mr.Willett.
174655	290	3/31/2008	n/a
174655	290	3/20/2008	dental appt
174655	290	4/1/2008	n/a
174655	290	6/10/2008	mom c/ill
174655	290	6/11/2008	still sick
174655	290	6/12/2008	l/mmom cb still sick
174655	290	5/12/2008	l/mmom c/home ill
174655	290	5/9/2008	asthma
174655	290	3/23/2007	l/m
174655	290	4/25/2007	left/returned dr.appt
174655	290	10/10/2007	
174655	290	10/10/2007	
174655	290	10/10/2007	
174655	290	6/4/2007	sick
174655	290	1/10/2008	n/a
174655	290	1/8/2008	still sick
174655	290	11/27/2007	busy #
174655	290	10/25/2007	n/a
174655	290	1/7/2008	sick per mom w/temp
174655	290	11/26/2007	n/a
174655	290	3/4/2008	n/a
174655	290	2/4/2008	l/m
174655	290	3/3/2008	n/a
174655	290	1/22/2008	mom said dad didn't take very good care of Connor and that he was home with asthma and would mostly likely be out ofr a week, if not & on nebulizer he would be out two weeks...w/refer to nurse.
174655	290	1/9/2008	sick
114487	290	9/18/2008	left early 4/Eugene w/mom 4/weekend
114487	290	9/17/2008	left early
114487	290	10/31/2008	left early
114487	290	11/21/2008	going to mom;s for weekend
114487	290	10/29/2008	parent c/ill
114487	290	2/26/2009	parent c/ill
114488	197	10/12/2004	moved
114488	197	10/11/2004	
114488	197	10/11/2004	
114490	290	9/12/2008	not feeling well
114490	290	11/19/2008	10 abs
114490	290	11/20/2008	mom c/
114490	290	11/5/2008	parent c/illparent also reported Richard was roughed up yesterday b/someone on playground that follows him around, student also told Richard he had to bring $20 and peanuts.  I told her I would inform Admin. (which I did) and that we need Richard to report this to teacher on playground and to try and find out identity of student.
114490	290	12/9/2008	left early ill
114490	290	1/13/2009	stomach ache per mom
114490	290	11/6/2008	stomach/ear ache
114490	290	10/30/2008	parent c/ill
114490	290	10/23/2008	parent c/ill
114490	290	1/14/2009	still sick
114490	290	2/3/2009	busy
114490	290	11/21/2008	still sick
114490	290	12/3/2008	hurt back on edge of couch 3 days ago...still hurting....mom req. please b/patient w/me
114490	290	11/7/2008	stomach
114490	290	10/9/2008	parent c/ill
114490	290	2/25/2009	still not feeling wellrcvd note ill
114490	290	2/23/2009	
114490	290	2/23/2009	
114490	290	1/29/2009	mom c/still sick
114490	290	1/30/2009	sick
114490	290	3/2/2009	not feeling good
114490	290	10/2/2008	left early neck pain
114490	290	1/16/2009	sick/diherra
114490	290	10/16/2008	p/c ill
114490	290	2/17/2009	tooth ache
114490	290	1/23/2009	ear problems
114490	290	1/22/2009	parent c/ear ache
114490	290	1/27/2009	n/a
114490	290	2/2/2009	n/a
114490	290	9/24/2008	parent c/ill
114490	290	3/5/2009	home ill
114492	290	11/13/2008	left early /head l.
114492	290	12/10/2008	parent c/ill
114492	290	12/11/2008	home lice
114492	290	11/6/2008	left early
114492	290	12/9/2008	going home / lice
114492	290	11/7/2008	still ill
114492	290	10/2/2008	left early 4/lice
114492	290	11/19/2008	riding bus 2/SWOYA
114492	290	2/2/2009	left ealry ill
114494	290	11/5/2008	l/m
114494	290	10/13/2008	left early /brothers games
114494	290	10/31/2008	parent c/said they have a unexpected issue come up out of town in CA.  H/w/b back Wed.
114494	290	12/2/2008	7 abs
114494	290	11/4/2008	planned
114494	290	11/7/2008	l/m
114494	290	11/18/2008	l/m
114494	290	12/1/2008	l/m
114494	290	1/5/2009	left early ill
114494	290	2/19/2009	left early ill
114494	290	11/3/2008	planned
114494	290	2/18/2009	left early ill
114494	290	9/30/2008	l/m
114494	290	3/4/2009	parent c/home ill
114496	290	12/5/2008	fax
114496	290	11/4/2008	fax on
114496	290	1/20/2009	dental appts
114496	290	1/21/2009	n/a
114496	290	2/2/2009	n/amom cb/both kids home with cough
114496	290	3/5/2009	fx onrcvd note ill
111142	290	4/7/2004	
111142	290	9/27/2007	rcvd note hunting trip w/dad until 10/7
111142	290	10/2/2007	planned
111142	290	10/1/2007	planned
111142	290	9/28/2007	hunting
111142	290	10/5/2007	planned
111142	290	10/4/2007	planned
111142	290	10/3/2007	planned
111142	290	12/6/2007	bus hearing/late
111142	290	3/6/2008	left early dr.appt
111142	290	12/5/2008	l/m
111142	290	3/4/2009	left early dr.appt
111143	197	9/20/2007	late
111143	197	10/11/2007	n/a
111143	197	3/4/2008	planned
111143	197	3/3/2008	vacation Disney World for whole week
111143	197	3/5/2008	planned
111143	197	3/6/2008	planned
111143	197	3/10/2008	home late last night from Florida/home resting
111143	197	3/7/2008	planned
111143	197	2/4/2008	l/mcame around 10;30
111143	197	1/15/2008	dental appt/roseburg-had told teacher/she 4/got to let meknow
111145	290	1/4/2006	
111145	290	11/18/2005	left early 4/appt.
111145	290	1/5/2006	late
111145	290	1/4/2006	
111145	290	9/20/2006	left early 2:00 appt
111145	290	5/19/2006	left early
111145	290	4/7/2006	l/m
111145	290	3/13/2006	late
111145	290	6/7/2006	n/a
111145	290	11/2/2006	left early dr.
111145	290	11/15/2006	left early wrestling
111145	290	6/9/2006	left early
111145	290	6/13/2006	2:40 teacher just notified me student out today
111145	290	2/27/2007	could not sleep last night
111145	290	2/6/2007	left early dr.
111145	290	2/14/2007	n/arcvd note ill
111145	290	1/3/2007	left early 4/wrestling
111145	290	1/29/2007	n/amom cb home ill
111145	290	1/10/2007	2/leave early 4/wrestling
111145	290	1/23/2007	per mom he's 1/2 x w/ea.parent...dad's #756.5827called dad's home n/a...c/cell, dad said h/was sick over weekend hopefully back tomorrowrcvd note ill
111145	290	2/22/2007	left early dental appt
111145	290	2/20/2007	left early dr.appt
111145	290	6/1/2007	left early
111145	290	5/17/2007	l/m @ dad's # per mom
111145	290	5/18/2007	parent c/ill
111146	290	5/28/2008	left early dental appt
111146	290	5/30/2008	Jolene got sick @ Blossom/nursed checked her running fever-nurse sent home
111146	290	4/30/2008	mom had c/she and daughter had been sick last three days
111146	290	4/10/2008	mom c/ill
111146	290	3/19/2008	mom c/home w/headache
111146	290	5/1/2008	
111146	290	5/23/2008	left early going out of town
111146	290	5/16/2008	dr.appt.
111146	290	5/1/2008	
111146	290	5/20/2008	dental appt @ 9:00 w/b late per mom
111146	290	4/1/2008	mom c/ill
111146	290	10/25/2007	n/a
111146	290	2/26/2008	parent c/fever
111146	290	2/27/2008	still ill
111146	290	2/29/2008	left early
111146	290	1/14/2008	parent c/Jolene fever/ill
111146	290	12/13/2007	student were sure she had been at school/described top wearing etc.phone #disconnected. called policed to have a safe check...she was home per police
111146	290	10/9/2008	
111146	290	10/9/2008	
114498	290	11/13/2008	busymom cb said home sick/probably out tomorrow too
114498	290	10/14/2008	checked/returned appt
114498	290	10/31/2008	parent c/
114498	290	12/2/2008	late /dr.appt/IMM
114498	290	10/7/2008	left early /returned Dr.appt
114498	290	2/18/2009	mom c/home ill
114499	290	9/18/2008	left early
114499	290	9/29/2008	left early
114499	290	11/3/2008	n/a
110860	290	4/6/2004	
110860	290	4/5/2004	
110860	290	9/26/2005	
110860	290	9/13/2005	late
110860	290	11/1/2005	
110860	290	11/1/2005	
110860	290	9/27/2005	late @ 8:17
110860	290	2/6/2006	no #
110860	290	2/2/2006	missed bus @ Blossom/Prinicpal delivered to our school
110860	290	1/31/2006	no #
110860	290	2/21/2006	no #
110860	290	12/5/2005	1)violation of rules2)excessive mischief3)eating/drinking/littering4)w/sit in seat, talks back/told me h/would not stop.  Told him 2/put candy away / h/said no
110860	290	12/13/2005	1)violation of safety procedures2)constantly has to be told to sit down daily
110860	290	2/24/2006	8 abs
110860	290	11/30/2005	no #
110860	290	5/17/2006	no #
110860	290	5/3/2006	no #
110860	290	3/16/2006	no #
110860	290	4/12/2006	no #
110860	290	5/5/2006	left early
110860	290	4/7/2006	no #
110860	290	5/26/2006	no #
110860	290	3/23/2006	no #
110860	290	4/21/2006	no #
110860	290	4/13/2006	left early
110860	290	4/28/2006	left early
110860	290	11/7/2006	no #
110860	290	10/20/2006	no #
110860	290	10/3/2006	no #
110860	290	10/17/2006	no #
110860	290	5/31/2006	no #
110860	290	6/14/2006	no #
110860	290	6/15/2006	
110860	290	11/17/2006	no #'s
110860	290	4/3/2007	l/m
110860	290	12/12/2006	no #
110860	290	3/21/2007	
110860	290	3/12/2007	l/m
110860	290	1/31/2007	l/m
110860	290	2/13/2007	12 abs
110860	290	2/22/2007	l/m
110860	290	1/19/2007	l/m
110860	290	12/8/2006	no #
110860	290	1/3/2007	no home #/called dad's cell listed...& l/m
110860	290	2/16/2007	
110860	290	2/26/2007	l/m
110860	290	1/30/2007	l/m
110860	290	2/6/2007	l/m
110860	290	3/6/2007	l/m
110860	290	2/16/2007	
110860	290	3/21/2007	
110860	290	4/17/2007	l/m
110860	290	5/7/2007	left early ill
110860	290	6/12/2007	l/m
110860	290	5/10/2007	l/m
110860	290	5/8/2007	home ill
110860	290	5/16/2007	l/m
176719	199	9/7/2007	updating shots/kept home
176719	199	9/15/2008	out today celebrating birthday/whole family took day off
176719	199	4/24/2008	l/m
176719	199	4/15/2008	l/m
176719	199	3/18/2008	l/m
176719	199	5/8/2008	rcvd note Chisley boys w/b picked up every Mond/Thurs. by Dan Krossman
176719	199	5/23/2008	dental appts
176719	199	1/3/2008	l/m
176719	199	1/2/2008	l/m
176719	199	9/10/2008	dad c/dental appt
176719	199	10/24/2007	1)destruction of property2)KC is sitting in a seat that has had a patch put over a hole and that patch is being picked off.
176719	199	12/7/2007	dental appt. and dental next Friday too
176719	199	12/14/2007	dental appt/
176719	199	1/29/2008	l/m
176719	199	1/4/2008	l/m
176719	199	12/8/2008	dental appt
176719	199	11/24/2008	@ dental appts per dad/out today
176719	199	9/30/2008	moving into new house today / back tomorrow
176719	199	10/1/2008	moving
110822	290	10/6/2003	sick
110822	290	11/3/2003	left/1:33
110822	290	11/25/2003	mom c/sick
110822	290	1/30/2004	sick
110822	290	2/24/2004	mom c/w/b/latercvd note
110822	290	4/9/2004	upset stomachrcvd note
110822	290	3/8/2004	l/mstudent here/attendance mistake
110822	290	4/5/2004	Out of Town.  Mom Called
110822	290	5/24/2004	left early
110822	290	4/14/2004	dental appt @ 1:15
110822	290	12/2/2004	left early
110822	290	1/4/2005	left early/burned hand on curling iron @ home this am/went home
110822	290	10/27/2004	l/m
110822	290	1/5/2005	left early
110822	290	2/25/2005	late
110822	290	4/29/2005	parent c/sick
110822	290	6/2/2005	left @ 1:15 on limo
110822	290	5/27/2005	late
110822	290	5/16/2005	late
110822	290	3/22/2007	tried to call home but no phone number
110823	290	3/15/2004	Absences excused for March 9-15 due to tonsillectomy.
110823	290	10/13/2004	left early
110823	290	11/24/2004	parent c
110823	290	1/18/2005	mom c/Sergio home ill
110823	290	11/8/2004	mom c/home sick
110823	290	2/24/2005	
110823	290	2/24/2005	
110823	290	2/25/2005	mom c/home ill
110823	290	2/28/2005	Ortho appointment
110823	290	3/18/2005	parent c/out of town
110823	290	4/7/2005	parent c/both eyes very red
110823	290	5/12/2005	mom c/home ill
110823	290	10/12/2005	left early
110823	290	9/26/2005	mom just c/Sergio home ill
110823	290	1/9/2006	mom said sick w/fever
110823	290	2/21/2006	mom c/both sick
110823	290	2/22/2006	mom c/still ill
110823	290	1/10/2006	parent c/ill
110823	290	4/17/2006	sick-req.cb from parent
114393	290	11/4/2008	n/a
114393	290	10/20/2008	n/arcvd note hunting w/dad
114393	290	2/26/2009	left early ill
110825	290	4/5/2004	
110825	290	1/14/2005	no #
110825	290	1/28/2005	Absent from school, could not call home for safety check because no phone number.
110825	290	2/3/2005	no #
110825	290	10/22/2004	# disc.
110825	290	12/8/2004	no #
110825	290	1/13/2005	late
110825	290	10/28/2004	269.0679 disconnected
110825	290	4/19/2005	left msg
110825	290	4/18/2005	late
110825	290	4/27/2005	late
110825	290	4/29/2005	l/mlate
110825	290	3/7/2005	1)fighting/pushing/tripping2)excessive mischief3)would not stop when bus driver told him to
110825	290	5/27/2005	l/mcatching up on homework ue
110825	290	2/11/2005	no #checked in late
110825	290	5/11/2005	l/mrcvd note ill
110825	290	3/14/2005	mom said he's home ill
110825	290	2/17/2005	no #l/m @ 269.0678 # rcvd from Connie
110825	290	2/2/2005	no #
110825	290	11/14/2005	late
110825	290	11/4/2005	late
110825	290	5/13/2005	late
110825	290	10/31/2005	n/a
110825	290	11/18/2005	l/mcame in late
110825	290	5/16/2005	allergeys
110825	290	10/6/2005	home ill
110825	290	5/18/2005	am
110825	290	2/2/2006	n/a
110825	290	2/15/2006	late
110825	290	12/5/2005	l/m
110825	290	1/20/2006	l/m
110825	290	2/7/2006	n/a
110825	290	2/21/2006	home sick w/dad
110825	290	2/24/2006	7 abs
110825	290	3/13/2006	left early ill
110825	290	3/17/2006	sick
110825	290	4/20/2006	n/achecked in late/ortho appt
110825	290	5/15/2006	sub c/
110825	290	5/23/2006	
110825	290	5/26/2006	l/m
110825	290	5/5/2006	lateleft early 12:00 4/appt
110825	290	5/8/2006	l/mcame in after 1:00 had been ill
110825	290	5/24/2006	still ill
110825	290	5/23/2006	
110825	290	6/13/2006	
110825	290	6/13/2006	
110825	290	6/14/2006	out rest of yr.upset about an issue
110825	290	6/15/2006	upset about an issue out rest of yr
110825	290	6/9/2006	dad c/b4 school upset wanting 2/speak w/Mrs.T. re: son/teacher.  Said his wife had just spoke w/teacher, said student w/not b/back this year...gve mess.2/Mrs. T
110825	290	4/2/2007	tried to call home. just rang and rang
110825	290	3/6/2007	called home. left msg
110826	290	10/3/2003	sick/note
110826	290	2/5/2004	left 11:30
110826	290	9/28/2004	checked in late/dental appt.
110826	290	5/5/2004	
110826	290	5/5/2004	
110826	290	5/5/2004	
110826	290	4/22/2004	mom c/home sick
110826	290	12/16/2004	sickmom cb to say Amber really is sick
110826	290	12/15/2004	Dental appt
110826	290	11/2/2004	late @ 8:18
110826	290	2/23/2005	mom c/home ill
110826	290	3/17/2005	
110826	290	4/14/2005	late/missed bus
110826	290	4/1/2005	
110826	290	1/27/2005	1)violation of safety procedures2)student ran down the ailse & outof the door & the girls ran behind the bus to cross the street.  (all students need to cross in front of bus for safety)
110826	290	4/1/2005	
110826	290	2/8/2005	late
110826	290	3/18/2005	sick
110826	290	2/18/2005	left early
110826	290	3/17/2005	
110826	290	5/18/2005	latercvd Dr.note
110826	290	6/2/2005	late
110827	290	1/11/2005	mom c/home sick
110827	290	4/29/2005	l/mrcvd note-went 2/work w/parent
110827	290	3/9/2005	Called home no answer.rcvd note home ill
110827	290	3/1/2005	l/mrcvd note ill
110827	290	11/15/2005	parent c/illrcvd note
110827	290	1/5/2006	appt
110827	290	1/27/2006	leaving early
110827	290	6/1/2006	l/mrcvd note migrane
110828	3227	10/1/2004	#disc.rcvd note
110828	3227	2/7/2005	no #rcvd note
110828	3227	11/8/2004	888.3669 disconnected
110828	3227	11/17/2004	888.3669 no longer in service/lm on cell #rcvd note
110828	3227	4/19/2005	no #Note sent excusing Alicia's absence (4/11/)
110828	3227	4/5/2005	left early
110828	3227	3/10/2005	no #
110828	3227	5/9/2005	l/m
110828	3227	3/1/2005	no #rcvd note was w/her grandpa
110828	3227	11/15/2005	n/arcvd note ill
110828	3227	9/19/2005	l/mRcvd note sore throat
110828	3227	1/4/2006	left early
110828	3227	1/10/2006	l/mrcvd note ill
110828	3227	2/9/2006	left early ill
110828	3227	2/10/2006	still ill
110828	3227	5/31/2006	l/m
110828	3227	5/5/2006	rcvd note-gone today to attend Great Gramps 91st b-day.
110828	3227	4/6/2006	l/mrcvd note ill
110828	3227	6/5/2006	l/mrcvd note fever/sore throat
110828	3227	6/15/2006	
110828	3227	3/2/2007	called home.  left msg
110828	3227	4/5/2007	called home. left msg
110829	197	12/1/2004	headachercvd note
110829	197	12/10/2004	mom c/Austin illrcvd note
110829	197	12/17/2004	l/m
110829	197	1/11/2005	Dr.appts.
110829	197	3/17/2005	sick
110829	197	3/18/2005	sick
110829	197	4/22/2005	sickrcvd note ill
110829	197	10/19/2005	ltr snt
110829	197	11/1/2005	l/mrcvd note
110829	197	6/1/2005	sore throat
110829	197	10/10/2005	disconnected #
110829	197	12/15/2005	Dr.appt
110829	197	1/27/2006	parent c/ill
110829	197	2/27/2006	parent c/late
110829	197	2/1/2006	
110829	197	2/1/2006	
110829	197	2/14/2006	left early
110829	197	12/8/2005	l/m
110829	197	5/24/2006	new #267.6483  l/mbus citation - back Wed.
110829	197	4/27/2006	work w/mom day
110829	197	3/24/2006	In Roseburg started vacation
110829	197	3/6/2006	sick/cold
110829	197	2/28/2006	kicked off bus - not sure how long
110829	197	3/3/2006	out w/dad @ hospital/didn't get home until 1:30rcvd note re:above
110830	3227	3/30/2005	l/mteacher came in later & said she thought h/was moving
110830	3227	3/31/2005	n/a
110830	3227	4/1/2005	last day/mom came in and pu books-moving to Myrtle Point
174769	290	3/19/2007	called home.  little brother was lost in woods all night.  resting with family today
114394	290	9/17/2008	throwing up this amrcve note
114394	290	12/16/2008	left early ill
114394	290	12/5/2008	parent c/sick
114394	290	12/8/2008	parent c/ill
114394	290	12/10/2008	parent c/one more day
114394	290	12/11/2008	l/m
114394	290	10/17/2008	left early appt
114394	290	1/13/2009	snt 1/14
114394	290	11/6/2008	left early ill
114394	290	12/9/2008	parent c/another trip to Dr.
114394	290	12/15/2008	left early ill
114394	290	12/12/2008	g'parent  c/ill
114394	290	12/4/2008	dr.appt-
114394	290	1/21/2009	left early ill
114394	290	1/22/2009	parent c/still home ill
114394	290	10/28/2008	left early
114394	290	4/15/2009	Called home - Funeral
114395	290	9/17/2008	left early ill?
114395	290	10/13/2008	parent c/sick
114395	290	12/15/2008	parent c/ill
114395	290	11/24/2008	stomach flu
114396	199	4/5/2004	Time change
114396	199	12/18/2008	still out
114396	199	12/17/2008	parent c/dr.appt - unsure if in later or not
114396	199	12/5/2008	mom c/home ill
114396	199	1/12/2009	left early ill
114396	199	9/29/2008	late
114396	199	12/2/2008	late/sick am
114396	199	1/20/2009	late
114396	199	11/12/2008	running late
114396	199	2/2/2009	Overslept
114396	199	12/3/2008	sick am
114396	199	2/18/2009	mom c/still sick
114396	199	2/23/2009	late
114396	199	1/7/2009	car broke down
114396	199	12/15/2008	weather / late
114396	199	3/3/2009	n/a
114396	199	1/16/2009	oversleptleft early
114396	199	10/16/2008	took to wrong school
114396	199	2/27/2009	n/a
114396	199	2/17/2009	sick
114396	199	10/15/2008	late/ill am
114396	199	10/20/2008	running late
114396	199	3/10/2009	Overslept
114396	199	3/4/2009	n/a
114396	199	3/5/2009	n/a
114397	290	2/5/2009	TC:  Student is ill.
114397	290	2/17/2009	appt
110833	290	9/14/2005	left early for dental appt.
110833	290	10/18/2004	home sick
110833	290	1/20/2005	left early
110833	290	2/1/2005	n/alate
110833	290	12/9/2004	mom c/Braezia is still ill
